prompt_tokens,output_tokens,tokens_total,domain,latency_requirement_ms,quality_req_tier,quality_requirement,log_tokens_total,strict_latency,domain_penalty,label_model
1111,445,1556,qa,800,2,0.475,7.350516171833998,0,0.03,Claude 3.6S
1151,808,1959,writing,1500,1,0.35,7.580699752224563,0,0.04,Claude 3.6S
402,300,702,writing,800,1,0.35,6.555356891810665,0,0.04,Claude 3.6S
1885,673,2558,reasoning,800,2,0.475,7.847371836159788,0,0.08,Claude 3.6S
215,234,449,reasoning,400,2,0.475,6.1092475827643655,1,0.08,Claude 3.6S
400,121,521,reasoning,800,5,0.85,6.257667587882638,0,0.08,Gemini 3
2010,740,2750,writing,3000,2,0.475,7.919719760924575,0,0.04,Claude 3.6S
457,306,763,writing,400,4,0.725,6.638567789166521,1,0.04,Claude 3.6S
21,233,254,reasoning,200,3,0.6,5.541263545158426,1,0.08,Gemini 3
134,176,310,qa,800,2,0.475,5.739792912179234,0,0.03,Claude 3.6S
576,484,1060,writing,800,1,0.35,6.966967138613983,0,0.04,Claude 3.6S
110,107,217,qa,400,4,0.725,5.384495062789089,1,0.03,Claude 3.6S
705,220,925,qa,3000,3,0.6,6.8308742346461795,0,0.03,Claude 3.6S
467,311,778,chat,200,3,0.6,6.658011045870748,1,0.0,Gemini 3
164,250,414,qa,3000,1,0.35,6.028278520230698,0,0.03,Claude 3.6S
151,287,438,writing,800,2,0.475,6.0844994130751715,0,0.04,Claude 3.6S
1498,714,2212,chat,3000,3,0.6,7.70210434005105,0,0.0,Claude 3.6S
1006,644,1650,chat,1500,5,0.85,7.4091364439201275,0,0.0,Claude 3.6S
233,214,447,qa,6000,1,0.35,6.104793232414985,0,0.03,Claude 3.6S
2263,1500,3763,qa,1500,1,0.35,8.23323750070527,0,0.03,Claude 3.6S
408,327,735,writing,800,1,0.35,6.601230118728876,0,0.04,Claude 3.6S
437,212,649,reasoning,800,1,0.35,6.476972362889683,0,0.08,Claude 3.6S
62,138,200,code,1500,2,0.475,5.303304908059076,0,0.07,Claude 3.6S
219,98,317,chat,200,5,0.85,5.762051382780177,1,0.0,Gemini 3
306,355,661,code,1500,4,0.725,6.495265555937008,0,0.07,Claude 3.6S
480,185,665,writing,800,1,0.35,6.501289670540389,0,0.04,Claude 3.6S
1266,869,2135,qa,400,1,0.35,7.666690200080085,1,0.03,Gemini 3
67,243,310,chat,3000,2,0.475,5.739792912179234,0,0.0,Claude 3.6S
436,369,805,reasoning,1500,2,0.475,6.692083742506628,0,0.08,Claude 3.6S
136,116,252,qa,3000,2,0.475,5.53338948872752,0,0.03,Claude 3.6S
61,162,223,writing,1500,3,0.6,5.4116460518550396,0,0.04,Claude 3.6S
1049,341,1390,reasoning,6000,3,0.6,7.237778191923443,0,0.08,Claude 3.6S
56,247,303,chat,400,1,0.35,5.717027701406222,1,0.0,Claude 3.6S
47,131,178,code,3000,1,0.35,5.187385805840755,0,0.07,Claude 3.6S
1304,475,1779,qa,200,4,0.725,7.484368643286131,1,0.03,Gemini 3
1149,934,2083,qa,800,4,0.725,7.642044402873258,0,0.03,Claude 3.6S
211,282,493,writing,200,4,0.725,6.202535517187922,1,0.04,Gemini 3
208,266,474,qa,1500,3,0.6,6.163314804034641,0,0.03,Claude 3.6S
2379,1114,3493,code,400,2,0.475,8.158802490694002,1,0.07,Gemini 3
107,292,399,chat,400,1,0.35,5.991464547107982,1,0.0,Claude 3.6S
1611,477,2088,writing,1500,3,0.6,7.644440761556566,0,0.04,Claude 3.6S
377,403,780,writing,1500,1,0.35,6.660575149839686,0,0.04,Claude 3.6S
75,181,256,chat,200,1,0.35,5.549076084895219,1,0.0,Gemini 3
344,288,632,chat,200,3,0.6,6.450470422144176,1,0.0,Gemini 3
2145,1498,3643,writing,1500,3,0.6,8.200837258379849,0,0.04,Claude 3.6S
44,155,199,qa,400,3,0.6,5.298317366548036,1,0.03,Claude 3.6S
412,441,853,qa,1500,2,0.475,6.749931193788569,0,0.03,Claude 3.6S
458,234,692,chat,3000,4,0.725,6.541029999189903,0,0.0,Claude 3.6S
434,329,763,chat,800,2,0.475,6.638567789166521,0,0.0,Claude 3.6S
462,288,750,writing,6000,1,0.35,6.621405651764134,0,0.04,Claude 3.6S
3697,2110,5807,code,6000,3,0.6,8.666991556504632,0,0.07,Claude 3.6S
7612,3000,10612,chat,6000,2,0.475,9.269834943761822,0,0.0,Claude 3.6S
1175,566,1741,writing,6000,1,0.35,7.462789157412447,0,0.04,Claude 3.6S
574,275,849,code,1500,2,0.475,6.745236349484362,0,0.07,Claude 3.6S
5804,1217,7021,writing,3000,3,0.6,8.856803356728378,0,0.04,Claude 3.6S
165,193,358,qa,1500,3,0.6,5.883322388488279,0,0.03,Claude 3.6S
466,206,672,chat,200,4,0.725,6.511745329644728,1,0.0,Gemini 3
551,438,989,code,3000,4,0.725,6.897704943128636,0,0.07,Claude 3.6S
6946,2737,9683,qa,800,4,0.725,9.178230318057949,0,0.03,Gemini 3
815,774,1589,chat,800,1,0.35,7.3714892952142765,0,0.0,Claude 3.6S
189,137,326,chat,1500,4,0.725,5.7899601708972535,0,0.0,Claude 3.6S
120,72,192,writing,800,3,0.6,5.262690188904886,0,0.04,Claude 3.6S
227,145,372,chat,800,4,0.725,5.921578419643815,0,0.0,Claude 3.6S
1202,841,2043,qa,6000,2,0.475,7.622663951323595,0,0.03,Claude 3.6S
2091,763,2854,code,3000,2,0.475,7.95682712209011,0,0.07,Claude 3.6S
404,341,745,chat,1500,5,0.85,6.61472560020376,0,0.0,Claude 3.6S
222,290,512,reasoning,3000,1,0.35,6.240275845170769,0,0.08,Claude 3.6S
5642,2894,8536,writing,200,1,0.35,9.052164937010305,1,0.04,Gemini 3
2123,1105,3228,reasoning,200,2,0.475,8.079927770758275,1,0.08,Gemini 3
2901,793,3694,qa,1500,4,0.725,8.214735833382301,0,0.03,Claude 3.6S
1812,667,2479,chat,3000,2,0.475,7.8160138391590275,0,0.0,Claude 3.6S
3678,2335,6013,reasoning,1500,3,0.6,8.701845363548474,0,0.08,Claude 3.6S
391,273,664,writing,800,3,0.6,6.499787040655854,0,0.04,Claude 3.6S
229,180,409,writing,3000,3,0.6,6.016157159698353,0,0.04,Claude 3.6S
1565,996,2561,chat,800,3,0.6,7.848543482456679,0,0.0,Claude 3.6S
1574,851,2425,chat,800,3,0.6,7.793999089503995,0,0.0,Claude 3.6S
308,223,531,qa,800,1,0.35,6.2766434893416445,0,0.03,Claude 3.6S
880,318,1198,qa,1500,2,0.475,7.089243155027514,0,0.03,Claude 3.6S
328,325,653,chat,400,2,0.475,6.483107351457199,1,0.0,Claude 3.6S
331,281,612,qa,1500,1,0.35,6.418364935936212,0,0.03,Claude 3.6S
5313,3000,8313,qa,800,2,0.475,9.025696119812583,0,0.03,Claude 3.6S
1657,1093,2750,qa,800,1,0.35,7.919719760924575,0,0.03,Claude 3.6S
455,203,658,chat,800,3,0.6,6.490723534502507,0,0.0,Claude 3.6S
1767,934,2701,qa,6000,3,0.6,7.901747518520144,0,0.03,Claude 3.6S
1488,915,2403,code,400,2,0.475,7.784889295655098,1,0.07,Gemini 3
2342,1071,3413,reasoning,3000,1,0.35,8.135639903354386,0,0.08,Claude 3.6S
2151,638,2789,code,400,2,0.475,7.933796874815411,1,0.07,Gemini 3
1064,326,1390,reasoning,1500,5,0.85,7.237778191923443,0,0.08,Gemini 3
71,188,259,qa,400,3,0.6,5.560681631015528,1,0.03,Claude 3.6S
4561,2866,7427,reasoning,1500,1,0.35,8.913011922472595,0,0.08,Claude 3.6S
1723,612,2335,qa,200,3,0.6,7.756195343948117,1,0.03,Gemini 3
294,386,680,reasoning,1500,4,0.725,6.523562306149512,0,0.08,Claude 3.6S
470,269,739,qa,1500,5,0.85,6.606650186198215,0,0.03,Claude 3.6S
47,189,236,qa,1500,2,0.475,5.468060141135131,0,0.03,Claude 3.6S
1164,558,1722,qa,1500,1,0.35,7.45182223652793,0,0.03,Claude 3.6S
436,135,571,qa,3000,3,0.6,6.349138991379798,0,0.03,Claude 3.6S
828,297,1125,writing,800,3,0.6,7.026426808699635,0,0.04,Claude 3.6S
345,292,637,code,1500,1,0.35,6.45833828334479,0,0.07,Claude 3.6S
449,494,943,writing,1500,3,0.6,6.8501261661455,0,0.04,Claude 3.6S
119,218,337,writing,3000,3,0.6,5.823045895483019,0,0.04,Claude 3.6S
189,219,408,code,800,5,0.85,6.013715156042801,0,0.07,Claude 3.6S
1492,542,2034,chat,400,2,0.475,7.618251097876695,1,0.0,Gemini 3
1438,1034,2472,reasoning,1500,4,0.725,7.813187267521416,0,0.08,Claude 3.6S
263,308,571,code,3000,2,0.475,6.349138991379798,0,0.07,Claude 3.6S
209,167,376,code,3000,3,0.6,5.932245187448011,0,0.07,Claude 3.6S
647,350,997,chat,1500,3,0.6,6.905753276311464,0,0.0,Claude 3.6S
99,264,363,writing,800,3,0.6,5.8971538676367405,0,0.04,Claude 3.6S
558,227,785,reasoning,800,2,0.475,6.666956792429207,0,0.08,Claude 3.6S
2394,780,3174,qa,1500,3,0.6,8.063062911326792,0,0.03,Claude 3.6S
507,317,824,chat,400,2,0.475,6.715383386334681,1,0.0,Claude 3.6S
387,386,773,chat,800,1,0.35,6.651571873589727,0,0.0,Claude 3.6S
621,373,994,chat,3000,3,0.6,6.902742737158593,0,0.0,Claude 3.6S
658,288,946,writing,800,2,0.475,6.853299093186078,0,0.04,Claude 3.6S
597,369,966,chat,1500,1,0.35,6.874198495453294,0,0.0,Claude 3.6S
703,453,1156,chat,400,1,0.35,7.053585727193676,1,0.0,Gemini 3
182,302,484,code,1500,2,0.475,6.184148890937483,0,0.07,Claude 3.6S
273,256,529,qa,3000,3,0.6,6.272877006546167,0,0.03,Claude 3.6S
197,319,516,reasoning,400,4,0.725,6.248042874508429,1,0.08,Claude 3.6S
191,166,357,writing,1500,1,0.35,5.8805329864007,0,0.04,Claude 3.6S
420,289,709,qa,3000,4,0.725,6.5652649700353605,0,0.03,Claude 3.6S
8456,3000,11456,reasoning,3000,1,0.35,9.346356175893625,0,0.08,Claude 3.6S
1287,1027,2314,qa,800,3,0.6,7.747164966520335,0,0.03,Claude 3.6S
75,224,299,reasoning,400,3,0.6,5.703782474656201,1,0.08,Claude 3.6S
1956,938,2894,code,3000,5,0.85,7.970740390007095,0,0.07,Claude 3.6S
257,354,611,code,800,1,0.35,6.416732282512326,0,0.07,Claude 3.6S
153,248,401,chat,400,1,0.35,5.996452088619021,1,0.0,Claude 3.6S
192,63,255,code,1500,3,0.6,5.545177444479562,0,0.07,Claude 3.6S
163,126,289,code,1500,2,0.475,5.66988092298052,0,0.07,Claude 3.6S
389,280,669,reasoning,200,1,0.35,6.507277712385012,1,0.08,Gemini 3
2030,1473,3503,code,3000,3,0.6,8.161660452056282,0,0.07,Claude 3.6S
150,213,363,chat,3000,3,0.6,5.8971538676367405,0,0.0,Claude 3.6S
285,279,564,reasoning,3000,1,0.35,6.33682573114644,0,0.08,Claude 3.6S
1506,501,2007,code,800,3,0.6,7.60489448081162,0,0.07,Claude 3.6S
1114,951,2065,reasoning,1500,2,0.475,7.633369649679584,0,0.08,Claude 3.6S
2022,1016,3038,chat,3000,5,0.85,8.019283792916793,0,0.0,Claude 3.6S
245,242,487,code,800,2,0.475,6.190315405853147,0,0.07,Claude 3.6S
309,255,564,writing,1500,3,0.6,6.33682573114644,0,0.04,Claude 3.6S
421,191,612,chat,800,3,0.6,6.418364935936212,0,0.0,Claude 3.6S
77,260,337,qa,400,2,0.475,5.823045895483019,1,0.03,Claude 3.6S
2100,1186,3286,code,200,1,0.35,8.097730573664219,1,0.07,Gemini 3
1601,1340,2941,writing,800,1,0.35,7.9868449011613825,0,0.04,Claude 3.6S
46,257,303,qa,3000,1,0.35,5.717027701406222,0,0.03,Claude 3.6S
282,157,439,chat,6000,4,0.725,6.0867747269123065,0,0.0,Claude 3.6S
522,524,1046,writing,800,2,0.475,6.953684210870537,0,0.04,Claude 3.6S
1530,835,2365,code,400,2,0.475,7.768956044538331,1,0.07,Gemini 3
227,359,586,chat,3000,4,0.725,6.375024819828096,0,0.0,Claude 3.6S
2051,1478,3529,writing,1500,3,0.6,8.169053149927342,0,0.04,Claude 3.6S
8399,3000,11399,writing,1500,3,0.6,9.341368634382587,0,0.04,Claude 3.6S
2018,1187,3205,qa,1500,1,0.35,8.072779333169498,0,0.03,Claude 3.6S
472,437,909,qa,1500,2,0.475,6.813444599510896,0,0.03,Claude 3.6S
1434,859,2293,reasoning,1500,4,0.725,7.738052297689316,0,0.08,Claude 3.6S
4734,1722,6456,reasoning,800,1,0.35,8.772920092626467,0,0.08,Claude 3.6S
8734,2458,11192,qa,200,1,0.35,9.323043861889268,1,0.03,Gemini 3
1171,785,1956,chat,3000,3,0.6,7.579167967396076,0,0.0,Claude 3.6S
179,264,443,chat,200,5,0.85,6.095824562432225,1,0.0,Gemini 3
277,216,493,writing,400,4,0.725,6.202535517187922,1,0.04,Claude 3.6S
2141,687,2828,chat,200,4,0.725,7.947678571301567,1,0.0,Gemini 3
967,588,1555,code,200,1,0.35,7.349873704738337,1,0.07,Gemini 3
963,288,1251,reasoning,3000,3,0.6,7.132497551660044,0,0.08,Claude 3.6S
458,324,782,chat,1500,1,0.35,6.663132695990803,0,0.0,Claude 3.6S
332,209,541,code,3000,2,0.475,6.295266001439646,0,0.07,Claude 3.6S
1018,495,1513,reasoning,6000,2,0.475,7.322510433997394,0,0.08,Claude 3.6S
40,159,199,code,1500,4,0.725,5.298317366548036,0,0.07,Claude 3.6S
493,206,699,qa,1500,2,0.475,6.551080335043404,0,0.03,Claude 3.6S
1527,480,2007,qa,400,4,0.725,7.60489448081162,1,0.03,Gemini 3
247,236,483,code,800,1,0.35,6.182084906716631,0,0.07,Claude 3.6S
1360,1039,2399,writing,6000,2,0.475,7.783224016336037,0,0.04,Claude 3.6S
472,256,728,writing,3000,4,0.725,6.591673732008658,0,0.04,Claude 3.6S
47,127,174,code,400,1,0.35,5.164785973923514,1,0.07,Claude 3.6S
382,447,829,code,200,1,0.35,6.721425700790643,1,0.07,Gemini 3
1680,1301,2981,qa,800,2,0.475,8.000349495324684,0,0.03,Claude 3.6S
282,109,391,writing,800,3,0.6,5.971261839790462,0,0.04,Claude 3.6S
5775,2157,7932,chat,3000,2,0.475,8.978786553302003,0,0.0,Claude 3.6S
1830,436,2266,chat,800,2,0.475,7.726212650507529,0,0.0,Claude 3.6S
210,195,405,qa,800,1,0.35,6.0063531596017325,0,0.03,Claude 3.6S
115,252,367,qa,800,3,0.6,5.90808293816893,0,0.03,Claude 3.6S
1055,373,1428,writing,800,1,0.35,7.264730177929867,0,0.04,Claude 3.6S
92,145,237,code,1500,4,0.725,5.472270673671474,0,0.07,Claude 3.6S
259,285,544,code,800,2,0.475,6.300785794663244,0,0.07,Claude 3.6S
62,234,296,reasoning,800,4,0.725,5.6937321388027,0,0.08,Claude 3.6S
179,122,301,reasoning,400,1,0.35,5.71042701737487,1,0.08,Claude 3.6S
393,294,687,reasoning,800,2,0.475,6.5337888379333435,0,0.08,Claude 3.6S
422,281,703,chat,400,3,0.6,6.556778356158042,1,0.0,Claude 3.6S
1560,496,2056,chat,800,2,0.475,7.629003889652957,0,0.0,Claude 3.6S
387,328,715,writing,3000,4,0.725,6.573680166960646,0,0.04,Claude 3.6S
2331,1022,3353,writing,200,3,0.6,8.117908942383155,1,0.04,Gemini 3
157,196,353,qa,1500,3,0.6,5.869296913133774,0,0.03,Claude 3.6S
176,186,362,code,3000,4,0.725,5.8944028342648505,0,0.07,Claude 3.6S
2136,1651,3787,code,200,3,0.6,8.239593454305968,1,0.07,Gemini 3
246,366,612,code,400,3,0.6,6.418364935936212,1,0.07,Claude 3.6S
8675,2340,11015,writing,800,3,0.6,9.30710404040849,0,0.04,Gemini 3
286,256,542,chat,1500,1,0.35,6.297109319933935,0,0.0,Claude 3.6S
8360,3000,11360,chat,1500,3,0.6,9.337941716569905,0,0.0,Claude 3.6S
54,102,156,writing,1500,1,0.35,5.056245805348308,0,0.04,Claude 3.6S
1071,576,1647,qa,800,2,0.475,7.407317710469417,0,0.03,Claude 3.6S
1501,342,1843,writing,400,1,0.35,7.5196924041165385,1,0.04,Gemini 3
7970,3000,10970,writing,800,4,0.725,9.30301070681749,0,0.04,Gemini 3
103,271,374,reasoning,3000,3,0.6,5.926926025970411,0,0.08,Claude 3.6S
1141,880,2021,chat,800,2,0.475,7.611842399580416,0,0.0,Claude 3.6S
3449,2521,5970,code,3000,1,0.35,8.694669696546992,0,0.07,Claude 3.6S
164,199,363,reasoning,800,5,0.85,5.8971538676367405,0,0.08,Gemini 3
7297,3000,10297,reasoning,1500,3,0.6,9.239704980606087,0,0.08,Claude 3.6S
8930,2873,11803,qa,200,5,0.85,9.37619373606283,1,0.03,Gemini 3
448,412,860,qa,400,2,0.475,6.7580945044277305,1,0.03,Claude 3.6S
325,288,613,writing,200,2,0.475,6.419994928147142,1,0.04,Gemini 3
174,129,303,chat,800,2,0.475,5.717027701406222,0,0.0,Claude 3.6S
1284,378,1662,qa,400,4,0.725,7.416378479192927,1,0.03,Gemini 3
375,410,785,code,200,4,0.725,6.666956792429207,1,0.07,Gemini 3
1844,1053,2897,chat,1500,4,0.725,7.971776122880628,0,0.0,Claude 3.6S
143,183,326,reasoning,400,4,0.725,5.7899601708972535,1,0.08,Claude 3.6S
166,292,458,qa,200,1,0.35,6.129050210060545,1,0.03,Gemini 3
850,453,1303,writing,1500,1,0.35,7.173191742486598,0,0.04,Claude 3.6S
297,390,687,chat,3000,2,0.475,6.5337888379333435,0,0.0,Claude 3.6S
2144,883,3027,qa,400,2,0.475,8.01565761455734,1,0.03,Gemini 3
5446,2662,8108,code,3000,2,0.475,9.000729834944558,0,0.07,Claude 3.6S
223,280,503,writing,1500,2,0.475,6.222576268071369,0,0.04,Claude 3.6S
62,143,205,code,1500,2,0.475,5.327876168789581,0,0.07,Claude 3.6S
736,466,1202,qa,1500,4,0.725,7.0925737159746784,0,0.03,Claude 3.6S
1399,786,2185,reasoning,800,4,0.725,7.689828668736483,0,0.08,Claude 3.6S
2197,899,3096,code,200,4,0.725,8.038189179973202,1,0.07,Gemini 3
119,155,274,reasoning,200,1,0.35,5.616771097666571,1,0.08,Gemini 3
2139,1008,3147,reasoning,800,3,0.6,8.054522609537294,0,0.08,Claude 3.6S
1752,597,2349,code,1500,4,0.725,7.762170607138204,0,0.07,Claude 3.6S
813,248,1061,qa,800,4,0.725,6.967909201801884,0,0.03,Claude 3.6S
1374,967,2341,code,6000,3,0.6,7.758760544157663,0,0.07,Claude 3.6S
975,559,1534,chat,3000,5,0.85,7.336285660021297,0,0.0,Claude 3.6S
218,258,476,qa,800,3,0.6,6.167516490888341,0,0.03,Claude 3.6S
1253,403,1656,chat,1500,1,0.35,7.4127640174265625,0,0.0,Claude 3.6S
368,416,784,code,800,3,0.6,6.665683717782408,0,0.07,Claude 3.6S
338,248,586,code,800,4,0.725,6.375024819828096,0,0.07,Claude 3.6S
416,314,730,writing,800,2,0.475,6.594413459749778,0,0.04,Claude 3.6S
747,522,1269,writing,800,2,0.475,7.146772179452637,0,0.04,Claude 3.6S
295,318,613,chat,800,1,0.35,6.419994928147142,0,0.0,Claude 3.6S
1309,285,1594,reasoning,1500,1,0.35,7.374629015218945,0,0.08,Claude 3.6S
346,207,553,writing,3000,5,0.85,6.317164686747284,0,0.04,Claude 3.6S
1846,1154,3000,chat,3000,4,0.725,8.006700845440367,0,0.0,Claude 3.6S
775,425,1200,writing,3000,2,0.475,7.0909098220799835,0,0.04,Claude 3.6S
1171,335,1506,reasoning,800,3,0.6,7.317876198626495,0,0.08,Claude 3.6S
362,192,554,writing,1500,1,0.35,6.318968113746434,0,0.04,Claude 3.6S
4473,2419,6892,writing,400,1,0.35,8.838261682885651,1,0.04,Gemini 3
385,274,659,code,400,4,0.725,6.492239835020471,1,0.07,Claude 3.6S
2298,1199,3497,chat,400,2,0.475,8.159946655578548,1,0.0,Gemini 3
390,225,615,chat,800,5,0.85,6.423246963533519,0,0.0,Claude 3.6S
1376,667,2043,qa,400,3,0.6,7.622663951323595,1,0.03,Gemini 3
110,93,203,writing,3000,2,0.475,5.318119993844216,0,0.04,Claude 3.6S
283,277,560,chat,400,4,0.725,6.329720905522696,1,0.0,Claude 3.6S
8169,3000,11169,code,3000,3,0.6,9.320986892063246,0,0.07,Claude 3.6S
1391,847,2238,reasoning,800,5,0.85,7.713784616598755,0,0.08,Gemini 3
86,82,168,chat,1500,3,0.6,5.1298987149230735,0,0.0,Claude 3.6S
483,447,930,chat,800,1,0.35,6.836259277277067,0,0.0,Claude 3.6S
380,233,613,chat,800,3,0.6,6.419994928147142,0,0.0,Claude 3.6S
2263,1668,3931,chat,800,2,0.475,8.276903481267057,0,0.0,Claude 3.6S
186,100,286,reasoning,3000,1,0.35,5.6594822157596205,0,0.08,Claude 3.6S
1775,627,2402,qa,3000,4,0.725,7.784473235736469,0,0.03,Claude 3.6S
1242,966,2208,code,800,4,0.725,7.700295203420117,0,0.07,Claude 3.6S
1848,1067,2915,qa,400,1,0.35,7.977968093128548,1,0.03,Gemini 3
408,273,681,chat,800,4,0.725,6.5250296578434615,0,0.0,Claude 3.6S
904,424,1328,writing,200,1,0.35,7.192182058713245,1,0.04,Gemini 3
381,381,762,qa,200,4,0.725,6.637258031284457,1,0.03,Gemini 3
1262,740,2002,qa,1500,1,0.35,7.602401335665818,0,0.03,Claude 3.6S
66,78,144,chat,1500,3,0.6,4.976733742420574,0,0.0,Claude 3.6S
411,352,763,reasoning,800,3,0.6,6.638567789166521,0,0.08,Claude 3.6S
2087,1269,3356,writing,800,2,0.475,8.118802996980035,0,0.04,Claude 3.6S
397,180,577,code,400,1,0.35,6.359573868672377,1,0.07,Claude 3.6S
75,256,331,chat,800,1,0.35,5.805134968916488,0,0.0,Claude 3.6S
88,97,185,chat,800,4,0.725,5.225746673713201,0,0.0,Claude 3.6S
254,246,500,writing,800,1,0.35,6.2166061010848646,0,0.04,Claude 3.6S
1097,485,1582,reasoning,400,4,0.725,7.367077059881012,1,0.08,Gemini 3
662,351,1013,chat,800,1,0.35,6.921658184151128,0,0.0,Claude 3.6S
1199,481,1680,qa,1500,1,0.35,7.427144133408615,0,0.03,Claude 3.6S
143,149,292,code,400,2,0.475,5.680172609017067,1,0.07,Claude 3.6S
2254,1440,3694,reasoning,800,1,0.35,8.214735833382301,0,0.08,Claude 3.6S
926,621,1547,chat,200,3,0.6,7.344719054149672,1,0.0,Gemini 3
2107,1187,3294,chat,400,1,0.35,8.100161446936607,1,0.0,Gemini 3
1343,1038,2381,code,200,4,0.725,7.775695749915245,1,0.07,Gemini 3
7969,3000,10969,writing,800,1,0.35,9.302919553269275,0,0.04,Gemini 3
570,409,979,reasoning,200,1,0.35,6.887552571664617,1,0.08,Gemini 3
23,131,154,qa,800,4,0.725,5.043425116919247,0,0.03,Claude 3.6S
2327,740,3067,code,800,5,0.85,8.028781162487146,0,0.07,Claude 3.6S
2480,1117,3597,reasoning,3000,4,0.725,8.188133414510478,0,0.08,Claude 3.6S
1263,260,1523,code,400,3,0.6,7.329093736246591,1,0.07,Gemini 3
418,319,737,chat,1500,3,0.6,6.6039438246004725,0,0.0,Claude 3.6S
415,471,886,writing,400,5,0.85,6.787844982309579,1,0.04,Claude 3.6S
2032,987,3019,writing,1500,2,0.475,8.013012110368916,0,0.04,Claude 3.6S
206,311,517,chat,800,3,0.6,6.249975242259483,0,0.0,Claude 3.6S
1960,1015,2975,writing,1500,3,0.6,7.998335395952982,0,0.04,Claude 3.6S
1031,276,1307,chat,200,3,0.6,7.176254532017143,1,0.0,Gemini 3
523,479,1002,qa,3000,2,0.475,6.910750787961935,0,0.03,Claude 3.6S
229,266,495,reasoning,800,4,0.725,6.206575926724927,0,0.08,Claude 3.6S
1117,754,1871,writing,400,4,0.725,7.534762657037537,1,0.04,Gemini 3
150,172,322,chat,800,4,0.725,5.777652323222656,0,0.0,Claude 3.6S
411,334,745,chat,200,1,0.35,6.61472560020376,1,0.0,Gemini 3
230,181,411,reasoning,200,5,0.85,6.021023349349526,1,0.08,Gemini 3
9386,2817,12203,qa,800,3,0.6,9.40951904583656,0,0.03,Gemini 3
2414,437,2851,chat,1500,3,0.6,7.955775781534186,0,0.0,Claude 3.6S
8961,3000,11961,qa,1500,1,0.35,9.389490237604502,0,0.03,Claude 3.6S
412,427,839,chat,1500,3,0.6,6.733401891837359,0,0.0,Claude 3.6S
839,644,1483,qa,400,4,0.725,7.302496423727326,1,0.03,Gemini 3
2283,1071,3354,code,1500,1,0.35,8.118207049405783,0,0.07,Claude 3.6S
1076,504,1580,chat,800,3,0.6,7.3658128372094716,0,0.0,Claude 3.6S
1866,424,2290,qa,400,5,0.85,7.736743682453495,1,0.03,Gemini 3
2039,827,2866,chat,6000,1,0.35,7.96102146588337,0,0.0,Claude 3.6S
498,476,974,writing,1500,3,0.6,6.882437470997847,0,0.04,Claude 3.6S
1890,830,2720,writing,200,2,0.475,7.908754738783246,1,0.04,Gemini 3
1600,1089,2689,writing,1500,3,0.6,7.897296472595885,0,0.04,Claude 3.6S
781,632,1413,reasoning,1500,1,0.35,7.254177846456518,0,0.08,Claude 3.6S
724,508,1232,chat,1500,5,0.85,7.117205503164344,0,0.0,Claude 3.6S
1541,1026,2567,chat,200,1,0.35,7.850882664809852,1,0.0,Gemini 3
267,199,466,chat,400,3,0.6,6.1463292576688975,1,0.0,Claude 3.6S
209,181,390,writing,800,2,0.475,5.968707559985366,0,0.04,Claude 3.6S
432,353,785,chat,200,1,0.35,6.666956792429207,1,0.0,Gemini 3
1960,991,2951,writing,800,4,0.725,7.990238185720363,0,0.04,Claude 3.6S
274,212,486,code,3000,1,0.35,6.18826412308259,0,0.07,Claude 3.6S
2893,925,3818,writing,1500,2,0.475,8.247743887225516,0,0.04,Claude 3.6S
478,243,721,qa,3000,3,0.6,6.582025138892826,0,0.03,Claude 3.6S
1693,1098,2791,writing,3000,4,0.725,7.934513463882263,0,0.04,Claude 3.6S
2253,1560,3813,chat,400,1,0.35,8.246433786160365,1,0.0,Gemini 3
390,208,598,reasoning,800,4,0.725,6.395261598115449,0,0.08,Claude 3.6S
245,217,462,qa,800,1,0.35,6.137727054086234,0,0.03,Claude 3.6S
2387,1553,3940,writing,3000,2,0.475,8.279189777195004,0,0.04,Claude 3.6S
8488,3000,11488,chat,1500,2,0.475,9.349145334853365,0,0.0,Claude 3.6S
1620,495,2115,reasoning,400,1,0.35,7.65728279297819,1,0.08,Gemini 3
288,260,548,reasoning,3000,2,0.475,6.3080984415095305,0,0.08,Claude 3.6S
187,196,383,chat,800,4,0.725,5.950642552587727,0,0.0,Claude 3.6S
139,323,462,code,200,2,0.475,6.137727054086234,1,0.07,Gemini 3
62,217,279,reasoning,1500,1,0.35,5.634789603169249,0,0.08,Claude 3.6S
207,180,387,chat,3000,3,0.6,5.961005339623274,0,0.0,Claude 3.6S
1609,832,2441,chat,800,5,0.85,7.80057265467065,0,0.0,Claude 3.6S
64,187,251,qa,800,3,0.6,5.529429087511423,0,0.03,Claude 3.6S
242,149,391,code,1500,2,0.475,5.971261839790462,0,0.07,Claude 3.6S
367,358,725,chat,6000,2,0.475,6.587550014824796,0,0.0,Claude 3.6S
131,269,400,writing,1500,1,0.35,5.993961427306569,0,0.04,Claude 3.6S
1833,1054,2887,qa,1500,3,0.6,7.968319500012717,0,0.03,Claude 3.6S
276,112,388,code,6000,3,0.6,5.963579343618446,0,0.07,Claude 3.6S
1875,813,2688,qa,6000,3,0.6,7.896924656268864,0,0.03,Claude 3.6S
1139,623,1762,chat,800,5,0.85,7.47477218239787,0,0.0,Claude 3.6S
